routine_id,recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets,am_routine,pm_routine
RTN0000001,REC0000001,combination,0,0,0,0,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: rich cream moisturizer
RTN0001757,REC0001757,sensitive,2,3,3,5,hydrating cleanser,ceramide moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: ceramide moisturizer
RTN0001758,REC0001758,sensitive,2,3,3,5,hydrating cleanser,soothing moisturizer,peptide serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001759,REC0001759,sensitive,2,3,4,1,hydrating cleanser,rich cream moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: rich cream moisturizer
RTN0001760,REC0001760,sensitive,2,3,5,2,acne control cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0001761,REC0001761,sensitive,2,4,0,3,gentle foam cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0001762,REC0001762,sensitive,2,4,0,4,milk cleanser,ceramide moisturizer,centella serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: ceramide moisturizer
RTN0001763,REC0001763,sensitive,2,4,1,2,milk cleanser,soothing moisturizer,hyaluronic acid serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001764,REC0001764,sensitive,2,4,1,4,milk cleanser,oil free gel moisturizer,peptide serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001765,REC0001765,sensitive,2,4,2,4,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001766,REC0001766,sensitive,2,4,4,1,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001767,REC0001767,sensitive,2,4,4,2,gentle foam cleanser,soothing moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001768,REC0001768,sensitive,2,4,4,4,hydrating cleanser,rich cream moisturizer,peptide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: rich cream moisturizer
RTN0001769,REC0001769,sensitive,2,4,5,1,ultra gentle cleanser,ceramide moisturizer,retinol serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: ultra gentle cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001770,REC0001770,sensitive,2,4,5,2,hydrating cleanser,ceramide moisturizer,peptide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: hydrating cleanser | 2) Treatment: calming treatment | 3) Moisturizer: ceramide moisturizer
RTN0001771,REC0001771,sensitive,2,4,5,5,acne control cleanser,oil free gel moisturizer,peptide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: oil free gel moisturizer
RTN0001772,REC0001772,sensitive,2,4,5,5,milk cleanser,ceramide moisturizer,peptide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: milk cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001773,REC0001773,sensitive,2,5,0,5,acne control cleanser,light lotion moisturizer,peptide serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: light lotion moisturizer
RTN0001774,REC0001774,sensitive,2,5,1,1,milk cleanser,ceramide moisturizer,niacinamide serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: ceramide moisturizer
RTN0001775,REC0001775,sensitive,2,5,1,3,salicylic acid cleanser,soothing moisturizer,vitamin c serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: soothing moisturizer
RTN0001776,REC0001776,sensitive,2,5,1,5,gentle foam cleanser,soothing moisturizer,vitamin c serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: soothing moisturizer
RTN0001777,REC0001777,sensitive,2,5,2,0,hydrating cleanser,rich cream moisturizer,centella serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: centella serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: spf50,1) Cleanser: hydrating cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: rich cream moisturizer
RTN0001778,REC0001778,sensitive,2,5,2,0,salicylic acid cleanser,soothing moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: centella serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: barrier repair | 3) Moisturizer: soothing moisturizer
RTN0001779,REC0001779,sensitive,2,5,2,3,hydrating cleanser,light lotion moisturizer,peptide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf50 matte,1) Cleanser: hydrating cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: light lotion moisturizer
RTN0001780,REC0001780,sensitive,2,5,2,3,ultra gentle cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: ultra gentle cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: ultra gentle cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001781,REC0001781,sensitive,2,5,3,4,milk cleanser,rich cream moisturizer,peptide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: peptide serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: milk cleanser | 2) Treatment: barrier repair | 3) Moisturizer: rich cream moisturizer
RTN0001782,REC0001782,sensitive,2,5,3,4,salicylic acid cleanser,ceramide moisturizer,hyaluronic acid serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001783,REC0001783,sensitive,2,5,3,5,hydrating cleanser,ceramide moisturizer,retinol serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: hydrating cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: hydrating cleanser | 2) Treatment: barrier repair | 3) Moisturizer: ceramide moisturizer
RTN0001784,REC0001784,sensitive,2,5,4,2,salicylic acid cleanser,soothing moisturizer,hyaluronic acid serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: soothing moisturizer
RTN0001785,REC0001785,sensitive,2,5,4,3,milk cleanser,oil free gel moisturizer,retinol serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: milk cleanser | 2) Serum: retinol serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: milk cleanser | 2) Treatment: calming treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001786,REC0001786,sensitive,2,5,5,3,salicylic acid cleanser,oil free gel moisturizer,vitamin c serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001787,REC0001787,sensitive,2,5,5,5,acne control cleanser,ceramide moisturizer,retinol serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: ceramide moisturizer
RTN0001788,REC0001788,sensitive,3,0,0,2,acne control cleanser,soothing moisturizer,vitamin c serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: soothing moisturizer
RTN0001789,REC0001789,sensitive,3,0,0,3,gentle foam cleanser,soothing moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: niacinamide serum | 3) Moisturizer: soothing moisturizer | 4) SPF: spf30,1) Cleanser: gentle foam cleanser | 2) Treatment: anti aging routine | 3) Moisturizer: soothing moisturizer
RTN0001790,REC0001790,sensitive,3,0,1,4,acne control cleanser,oil free gel moisturizer,peptide serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf50 matte,1) Cleanser: acne control cleanser | 2) Treatment: barrier repair | 3) Moisturizer: oil free gel moisturizer
RTN0001791,REC0001791,sensitive,3,0,2,4,salicylic acid cleanser,oil free gel moisturizer,peptide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: salicylic acid cleanser | 2) Treatment: retinol treatment | 3) Moisturizer: oil free gel moisturizer
RTN0001792,REC0001792,sensitive,3,0,5,2,gentle foam cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: hyaluronic acid serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: oil free gel moisturizer
RTN0001793,REC0001793,sensitive,3,0,5,2,salicylic acid cleanser,oil free gel moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: oil free gel moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: oil free gel moisturizer
RTN0001794,REC0001794,sensitive,3,0,5,3,acne control cleanser,light lotion moisturizer,peptide serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: mineral spf50,1) Cleanser: acne control cleanser | 2) Treatment: calming treatment | 3) Moisturizer: light lotion moisturizer
RTN0001795,REC0001795,sensitive,3,0,5,3,salicylic acid cleanser,light lotion moisturizer,peptide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: salicylic acid cleanser | 2) Serum: peptide serum | 3) Moisturizer: light lotion moisturizer | 4) SPF: spf30,1) Cleanser: salicylic acid cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: light lotion moisturizer
RTN0001796,REC0001796,sensitive,3,1,0,0,gentle foam cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: vitamin c serum | 3) Moisturizer: rich cream moisturizer | 4) SPF: mineral spf50,1) Cleanser: gentle foam cleanser | 2) Treatment: chemical exfoliation | 3) Moisturizer: rich cream moisturizer
RTN0001797,REC0001797,sensitive,3,1,1,3,acne control cleanser,ceramide moisturizer,retinol serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: acne control cleanser | 2) Serum: retinol serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf30,1) Cleanser: acne control cleanser | 2) Treatment: hydrating mask | 3) Moisturizer: ceramide moisturizer
RTN0001798,REC0001798,sensitive,3,1,1,4,gentle foam cleanser,ceramide moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv,1) Cleanser: gentle foam cleanser | 2) Serum: centella serum | 3) Moisturizer: ceramide moisturizer | 4) SPF: spf50 matte,1) Cleanser: gentle foam cleanser | 2) Treatment: benzoyl peroxide | 3) Moisturizer: ceramide moisturizer
