recommendation_rule_id,skin_type,acne_level_0_5,dryness_level_0_5,oiliness_level_0_5,sensitivity_level_0_5,recommended_cleanser,recommended_moisturizer,recommended_serum,recommended_spf,recommended_treatment,source_datasets
REC0001607,sensitive,0,3,1,1,acne control cleanser,soothing moisturizer,centella serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001608,sensitive,0,3,1,1,gentle foam cleanser,light lotion moisturizer,centella serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001609,sensitive,0,3,1,1,hydrating cleanser,oil free gel moisturizer,centella serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001610,sensitive,0,3,1,2,salicylic acid cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001611,sensitive,0,3,2,2,salicylic acid cleanser,oil free gel moisturizer,centella serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001612,sensitive,0,3,2,2,ultra gentle cleanser,oil free gel moisturizer,peptide serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001613,sensitive,0,3,2,3,acne control cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001614,sensitive,0,3,2,5,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001615,sensitive,0,3,2,5,ultra gentle cleanser,oil free gel moisturizer,peptide serum,spf30,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001616,sensitive,0,3,3,3,ultra gentle cleanser,ceramide moisturizer,vitamin c serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001617,sensitive,0,3,4,1,acne control cleanser,light lotion moisturizer,retinol serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001618,sensitive,0,3,5,3,milk cleanser,soothing moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001619,sensitive,0,4,0,3,acne control cleanser,soothing moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001620,sensitive,0,4,1,0,acne control cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001621,sensitive,0,4,1,0,milk cleanser,light lotion moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001622,sensitive,0,4,1,1,acne control cleanser,soothing moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001623,sensitive,0,4,1,2,milk cleanser,light lotion moisturizer,hyaluronic acid serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001624,sensitive,0,4,5,3,acne control cleanser,light lotion moisturizer,retinol serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001625,sensitive,0,4,5,4,acne control cleanser,rich cream moisturizer,centella serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001626,sensitive,0,4,5,5,acne control cleanser,oil free gel moisturizer,peptide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001627,sensitive,0,5,1,2,salicylic acid cleanser,oil free gel moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001628,sensitive,0,5,1,2,salicylic acid cleanser,soothing moisturizer,niacinamide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001629,sensitive,0,5,1,2,ultra gentle cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001630,sensitive,0,5,1,5,hydrating cleanser,ceramide moisturizer,centella serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001631,sensitive,0,5,1,5,milk cleanser,rich cream moisturizer,peptide serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001632,sensitive,0,5,2,0,milk cleanser,rich cream moisturizer,retinol serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001633,sensitive,0,5,2,3,gentle foam cleanser,ceramide moisturizer,centella serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001634,sensitive,0,5,2,4,acne control cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001635,sensitive,0,5,2,4,gentle foam cleanser,ceramide moisturizer,vitamin c serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001636,sensitive,0,5,3,3,acne control cleanser,soothing moisturizer,vitamin c serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001637,sensitive,0,5,3,5,acne control cleanser,oil free gel moisturizer,niacinamide serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001638,sensitive,0,5,4,0,acne control cleanser,oil free gel moisturizer,centella serum,spf50 matte,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001639,sensitive,0,5,5,2,salicylic acid cleanser,oil free gel moisturizer,centella serum,spf50 matte,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001640,sensitive,0,5,5,4,salicylic acid cleanser,oil free gel moisturizer,hyaluronic acid serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001641,sensitive,1,0,0,2,gentle foam cleanser,soothing moisturizer,vitamin c serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001642,sensitive,1,0,0,4,gentle foam cleanser,soothing moisturizer,vitamin c serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001643,sensitive,1,0,0,5,hydrating cleanser,rich cream moisturizer,vitamin c serum,spf30,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001644,sensitive,1,0,1,5,gentle foam cleanser,oil free gel moisturizer,peptide serum,spf50 matte,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001645,sensitive,1,0,2,0,milk cleanser,light lotion moisturizer,niacinamide serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001646,sensitive,1,0,2,2,gentle foam cleanser,soothing moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001647,sensitive,1,0,2,5,milk cleanser,soothing moisturizer,retinol serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001648,sensitive,1,0,3,5,hydrating cleanser,soothing moisturizer,centella serum,mineral spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001649,sensitive,1,0,4,1,ultra gentle cleanser,light lotion moisturizer,centella serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001650,sensitive,1,1,0,2,salicylic acid cleanser,ceramide moisturizer,retinol serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001651,sensitive,1,1,1,2,acne control cleanser,oil free gel moisturizer,centella serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001652,sensitive,1,1,2,3,hydrating cleanser,ceramide moisturizer,niacinamide serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001653,sensitive,1,1,2,4,ultra gentle cleanser,oil free gel moisturizer,vitamin c serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001654,sensitive,1,1,3,0,hydrating cleanser,rich cream moisturizer,retinol serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001655,sensitive,1,1,3,1,hydrating cleanser,soothing moisturizer,vitamin c serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001656,sensitive,1,1,3,1,milk cleanser,rich cream moisturizer,vitamin c serum,spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001657,sensitive,1,1,3,2,hydrating cleanser,soothing moisturizer,vitamin c serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001658,sensitive,1,1,4,0,salicylic acid cleanser,oil free gel moisturizer,peptide serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001659,sensitive,1,1,4,3,gentle foam cleanser,rich cream moisturizer,vitamin c serum,mineral spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001660,sensitive,1,1,4,3,hydrating cleanser,soothing moisturizer,vitamin c serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001661,sensitive,1,1,5,1,acne control cleanser,oil free gel moisturizer,centella serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001662,sensitive,1,2,0,1,milk cleanser,rich cream moisturizer,vitamin c serum,spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001663,sensitive,1,2,0,2,acne control cleanser,ceramide moisturizer,peptide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001664,sensitive,1,2,0,2,salicylic acid cleanser,oil free gel moisturizer,peptide serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001665,sensitive,1,2,0,2,ultra gentle cleanser,oil free gel moisturizer,retinol serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001666,sensitive,1,2,0,4,gentle foam cleanser,ceramide moisturizer,vitamin c serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001667,sensitive,1,2,1,0,ultra gentle cleanser,soothing moisturizer,vitamin c serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001668,sensitive,1,2,1,1,milk cleanser,light lotion moisturizer,peptide serum,spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001669,sensitive,1,2,1,2,salicylic acid cleanser,soothing moisturizer,retinol serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001670,sensitive,1,2,2,4,gentle foam cleanser,rich cream moisturizer,niacinamide serum,spf50 matte,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001671,sensitive,1,2,3,0,acne control cleanser,rich cream moisturizer,hyaluronic acid serum,spf30,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001672,sensitive,1,2,3,3,salicylic acid cleanser,oil free gel moisturizer,niacinamide serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001673,sensitive,1,2,4,2,hydrating cleanser,rich cream moisturizer,niacinamide serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001674,sensitive,1,2,4,2,salicylic acid cleanser,oil free gel moisturizer,peptide serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001675,sensitive,1,2,4,4,gentle foam cleanser,soothing moisturizer,centella serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001676,sensitive,1,2,5,4,hydrating cleanser,light lotion moisturizer,vitamin c serum,mineral spf50,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001677,sensitive,1,2,5,5,salicylic acid cleanser,soothing moisturizer,centella serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001678,sensitive,1,2,5,5,ultra gentle cleanser,soothing moisturizer,retinol serum,spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001679,sensitive,1,3,0,0,hydrating cleanser,soothing moisturizer,niacinamide serum,spf30,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001680,sensitive,1,3,0,2,ultra gentle cleanser,soothing moisturizer,niacinamide serum,spf30,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001681,sensitive,1,3,0,5,ultra gentle cleanser,light lotion moisturizer,centella serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001682,sensitive,1,3,1,1,acne control cleanser,rich cream moisturizer,niacinamide serum,spf50,anti aging routine,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001683,sensitive,1,3,2,1,acne control cleanser,oil free gel moisturizer,niacinamide serum,spf50 matte,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001684,sensitive,1,3,2,3,gentle foam cleanser,rich cream moisturizer,hyaluronic acid serum,mineral spf50,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001685,sensitive,1,3,2,5,salicylic acid cleanser,light lotion moisturizer,peptide serum,spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001686,sensitive,1,3,2,5,ultra gentle cleanser,light lotion moisturizer,hyaluronic acid serum,mineral spf50,retinol treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001687,sensitive,1,3,2,5,ultra gentle cleanser,light lotion moisturizer,niacinamide serum,spf50 matte,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001688,sensitive,1,3,3,1,hydrating cleanser,rich cream moisturizer,hyaluronic acid serum,spf50,chemical exfoliation,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001689,sensitive,1,3,5,3,hydrating cleanser,rich cream moisturizer,peptide serum,mineral spf50,benzoyl peroxide,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001690,sensitive,1,4,0,0,ultra gentle cleanser,ceramide moisturizer,hyaluronic acid serum,spf50 matte,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001691,sensitive,1,4,0,2,hydrating cleanser,oil free gel moisturizer,centella serum,spf30,calming treatment,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001692,sensitive,1,4,0,3,ultra gentle cleanser,oil free gel moisturizer,centella serum,mineral spf50,hydrating mask,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
REC0001693,sensitive,1,4,1,4,hydrating cleanser,light lotion moisturizer,vitamin c serum,spf30,barrier repair,skincare_datasets.xlsx::Recommendations|skincare_recommendations_dataset.csv
